Type,Product,Started Date,Completed Date,Amount,Fee,Currency,State,Balance,sub_category
TOPUP,Current,04/11/2024 20:59,04/11/2024 21:00,5850,0,CZK,COMPLETED,9783.92,Forwarding from accounts
