https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1694390400,2023-09-11 00:00:00,BTC/EUR,24118,24165,23150,23418,422.32630395,9890037.385901101
1694304000,2023-09-10 00:00:00,BTC/EUR,24220,24293,23932,24124,178.44024121,4304692.37895004
1694217600,2023-09-09 00:00:00,BTC/EUR,24216,24257,24135,24225,90.72564139,2197828.66267275
1694131200,2023-09-08 00:00:00,BTC/EUR,24544,24667,23999,24220,334.72241160,8106976.808952
1694044800,2023-09-07 00:00:00,BTC/EUR,24015,24700,23944,24540,291.38606632,7150614.0674928
1693958400,2023-09-06 00:00:00,BTC/EUR,24043,24237,23670,24017,227.77586114,5470492.85699938
1693872000,2023-09-05 00:00:00,BTC/EUR,23909,24147,23696,24038,232.95614994,5599799.932257719
1693785600,2023-09-04 00:00:00,BTC/EUR,24105,24198,23750,23910,429.69448157,10273995.0543387
1693699200,2023-09-03 00:00:00,BTC/EUR,24023,24233,23956,24107,131.77283650,3176647.7695055003
1693612800,2023-09-02 00:00:00,BTC/EUR,23943,24120,23891,24031,124.81606361,2999454.82461191
1693526400,2023-09-01 00:00:00,BTC/EUR,23913,24126,23481,23944,396.07152101,9483536.499063442
1693440000,2023-08-31 00:00:00,BTC/EUR,24979,25348,23690,23911,401.46023721,9599315.73192831
1693353600,2023-08-30 00:00:00,BTC/EUR,25483,25521,24727,24979,383.67224828,9583749.08978612
1693267200,2023-08-29 00:00:00,BTC/EUR,24084,25921,23950,25496,492.86912370,12566191.1778552
1693180800,2023-08-28 00:00:00,BTC/EUR,24168,24251,23916,24097,279.08495628,6725110.1914791595
1693094400,2023-08-27 00:00:00,BTC/EUR,24104,24256,24057,24172,110.57762899,2672882.44794628
1693008000,2023-08-26 00:00:00,BTC/EUR,24132,24187,24075,24104,72.25620441,1741663.5510986398
1692921600,2023-08-25 00:00:00,BTC/EUR,24222,24250,23916,24138,365.27410900,8816986.443042
1692835200,2023-08-24 00:00:00,BTC/EUR,24330,24458,23900,24229,320.73364427,7771055.46701783
1692748800,2023-08-23 00:00:00,BTC/EUR,24005,24676,23852,24332,439.68518770,10698419.9871164
1692662400,2023-08-22 00:00:00,BTC/EUR,23972,24014,23374,24005,362.88783262,8711122.4220431
1692576000,2023-08-21 00:00:00,BTC/EUR,24114,24119,23709,23972,308.39658157,7392882.85339604
1692489600,2023-08-20 00:00:00,BTC/EUR,24056,24209,23965,24121,190.55800916,4596449.73894836
1692403200,2023-08-19 00:00:00,BTC/EUR,23982,24233,23756,24064,216.95921603,5220906.57454592
1692316800,2023-08-18 00:00:00,BTC/EUR,24510,24701,23567,23982,620.94153214,14891419.823781481
1692230400,2023-08-17 00:00:00,BTC/EUR,26374,26436,24091,24512,705.12403694,17284000.39347328
1692144000,2023-08-16 00:00:00,BTC/EUR,26737,26788,26370,26376,255.93233041,6750471.14689416
1692057600,2023-08-15 00:00:00,BTC/EUR,26940,26967,26630,26738,341.39443701,9128204.45677338
1691971200,2023-08-14 00:00:00,BTC/EUR,26756,27114,26589,26946,307.04273837,8273573.62811802
1691884800,2023-08-13 00:00:00,BTC/EUR,26883,26907,26711,26757,111.86918637,2993283.8197020898
1691798400,2023-08-12 00:00:00,BTC/EUR,26844,26929,26803,26889,65.13240090,1751345.1278000998
1691712000,2023-08-11 00:00:00,BTC/EUR,26797,26929,26667,26845,148.35181839,3982504.56467955
1691625600,2023-08-10 00:00:00,BTC/EUR,26918,27008,26626,26795,274.64680345,7359161.09844275
1691539200,2023-08-09 00:00:00,BTC/EUR,27132,27417,26737,26924,290.18811141,7813024.71160284
1691452800,2023-08-08 00:00:00,BTC/EUR,26501,27562,26492,27141,321.90030335,8736696.13322235
1691366400,2023-08-07 00:00:00,BTC/EUR,26389,27499,26070,26506,446.24476706,11828163.79569236
1691280000,2023-08-06 00:00:00,BTC/EUR,26394,26481,26318,26395,74.79625677,1974247.19744415
1691193600,2023-08-05 00:00:00,BTC/EUR,26396,26424,26296,26397,71.91061450,1898224.4909565
1691107200,2023-08-04 00:00:00,BTC/EUR,26632,26690,26000,26399,384.80974018,10158592.33101182
1691020800,2023-08-03 00:00:00,BTC/EUR,26633,26880,26469,26636,261.77039938,6972516.35788568
1690934400,2023-08-02 00:00:00,BTC/EUR,26926,27250,26400,26640,375.17212230,9994585.338072
1690848000,2023-08-01 00:00:00,BTC/EUR,26557,26958,26046,26926,469.58259287,12643980.89561762
1690761600,2023-07-31 00:00:00,BTC/EUR,26549,26770,26457,26558,345.41027104,9173405.97828032
1690675200,2023-07-30 00:00:00,BTC/EUR,26636,26712,26336,26549,116.94120478,3104672.04570422
1690588800,2023-07-29 00:00:00,BTC/EUR,26590,26668,26527,26636,53.88811184,1435363.74697024
1690502400,2023-07-28 00:00:00,BTC/EUR,26598,26762,26480,26590,268.19676035,7131351.857706499
1690416000,2023-07-27 00:00:00,BTC/EUR,26489,26790,26313,26602,297.02393042,7901430.59703284
1690329600,2023-07-26 00:00:00,BTC/EUR,26445,26768,26307,26492,342.09849494,9062873.327950481
1690243200,2023-07-25 00:00:00,BTC/EUR,26373,26602,26240,26451,244.91433487,6478229.07164637
1690156800,2023-07-24 00:00:00,BTC/EUR,27045,27052,26070,26375,360.36472455,9504619.61000625
1690070400,2023-07-23 00:00:00,BTC/EUR,26819,27288,26745,27048,146.92127932,3973926.76304736
1689984000,2023-07-22 00:00:00,BTC/EUR,26887,26963,26666,26797,85.99953186,2304529.45525242
1689897600,2023-07-21 00:00:00,BTC/EUR,26773,27016,26703,26887,190.76838482,5129189.56265534
1689811200,2023-07-20 00:00:00,BTC/EUR,26708,27130,26578,26768,317.58563356,8501132.23913408
1689724800,2023-07-19 00:00:00,BTC/EUR,26612,26909,26589,26712,265.48834241,7091724.60245592
1689638400,2023-07-18 00:00:00,BTC/EUR,26831,26903,26350,26616,424.28432720,11292751.6527552
1689552000,2023-07-17 00:00:00,BTC/EUR,26950,27055,26416,26833,376.62950457,10106099.49612681
1689465600,2023-07-16 00:00:00,BTC/EUR,27028,27168,26831,26957,185.27887554,4994562.64793178
1689379200,2023-07-15 00:00:00,BTC/EUR,27048,28300,26981,27031,269.09463802,7273897.16031862
1689292800,2023-07-14 00:00:00,BTC/EUR,28026,28129,26652,27049,468.36176326,12668717.334419739
1689206400,2023-07-13 00:00:00,BTC/EUR,27280,28350,27159,28029,663.54042428,18598374.55214412
1689120000,2023-07-12 00:00:00,BTC/EUR,27817,28035,27139,27289,357.81839706,9764506.23737034
1689033600,2023-07-11 00:00:00,BTC/EUR,27644,28041,27589,27820,260.32071201,7242122.2081182
1688947200,2023-07-10 00:00:00,BTC/EUR,27514,28223,27344,27642,274.47307033,7586984.61006186
1688860800,2023-07-09 00:00:00,BTC/EUR,27650,27780,27435,27514,99.80542997,2746046.6001945804
1688774400,2023-07-08 00:00:00,BTC/EUR,27693,27729,27426,27644,141.89884300,3922651.615892
1688688000,2023-07-07 00:00:00,BTC/EUR,27465,27920,27309,27697,338.78068076,9383208.51500972
1688601600,2023-07-06 00:00:00,BTC/EUR,28106,28982,27425,27465,493.76672239,13561303.03044135
1688515200,2023-07-05 00:00:00,BTC/EUR,28278,28407,27728,28107,253.45079931,7123741.61620617
1688428800,2023-07-04 00:00:00,BTC/EUR,28535,28708,28143,28282,277.81015216,7857026.723389119
1688342400,2023-07-03 00:00:00,BTC/EUR,28049,28747,28021,28540,329.37560747,9400379.8371938
1688256000,2023-07-02 00:00:00,BTC/EUR,28023,28187,27643,28054,105.72246974,2965938.16608596
1688169600,2023-07-01 00:00:00,BTC/EUR,27909,28086,27767,28031,125.02534394,3504585.4159821398
1688083200,2023-06-30 00:00:00,BTC/EUR,28010,28753,27019,27912,470.33293312,13127932.82924544
1687996800,2023-06-29 00:00:00,BTC/EUR,27566,28341,27565,28016,283.43563094,7940732.63641504
1687910400,2023-06-28 00:00:00,BTC/EUR,28019,28032,27354,27566,199.34613185,5495175.4705771
1687824000,2023-06-27 00:00:00,BTC/EUR,27744,28300,27659,28017,431.70215647,12094999.31781999
1687737600,2023-06-26 00:00:00,BTC/EUR,27933,28073,27443,27732,356.27339393,9880173.76046676
1687651200,2023-06-25 00:00:00,BTC/EUR,28009,28475,27800,27939,161.18704285,4503404.79018615
1687564800,2023-06-24 00:00:00,BTC/EUR,28174,28271,27754,28025,140.42381598,3935377.4428395
1687478400,2023-06-23 00:00:00,BTC/EUR,27259,28923,27249,28173,531.01962793,14960415.97767189
1687392000,2023-06-22 00:00:00,BTC/EUR,27230,27664,26942,27286,543.54275409,14831107.58809974
1687305600,2023-06-21 00:00:00,BTC/EUR,25913,28021,25885,27251,903.94990648,24633538.90148648
1687219200,2023-06-20 00:00:00,BTC/EUR,24562,25999,24409,25915,627.28884014,16256190.2922281
1687132800,2023-06-19 00:00:00,BTC/EUR,24075,24749,24013,24565,463.43567307,11384297.30896455
1687046400,2023-06-18 00:00:00,BTC/EUR,24235,24387,24000,24079,130.64186642,3145725.5015271804
1686960000,2023-06-17 00:00:00,BTC/EUR,24058,24480,23916,24235,134.87685820,3268740.6584769995
1686873600,2023-06-16 00:00:00,BTC/EUR,23366,24212,23022,24058,577.49867016,13893463.00670928
1686787200,2023-06-15 00:00:00,BTC/EUR,23181,23520,22762,23372,725.38540402,16953707.66275544
1686700800,2023-06-14 00:00:00,BTC/EUR,24021,24120,22932,23183,548.50956918,12716097.34229994
1686614400,2023-06-13 00:00:00,BTC/EUR,24059,24427,23828,24025,555.58222039,13347862.84486975
1686528000,2023-06-12 00:00:00,BTC/EUR,24127,24215,23870,24055,447.21990142,10757874.728658099
1686441600,2023-06-11 00:00:00,BTC/EUR,24112,24399,23938,24125,165.67357150,3996874.9124375004
1686355200,2023-06-10 00:00:00,BTC/EUR,24629,24675,23693,24115,598.24238960,14426615.225204
1686268800,2023-06-09 00:00:00,BTC/EUR,24580,24868,24399,24633,361.31043034,8900159.83056522
1686182400,2023-06-08 00:00:00,BTC/EUR,24589,24875,24459,24582,636.30572265,15641667.274182301
1686096000,2023-06-07 00:00:00,BTC/EUR,25457,25587,24422,24604,643.14571397,15823957.14651788
1686009600,2023-06-06 00:00:00,BTC/EUR,24032,25572,23759,25451,1024.88972818,26084468.47190918
1685923200,2023-06-05 00:00:00,BTC/EUR,25352,25378,23711,24031,1077.61226803,25896100.41302893
1685836800,2023-06-04 00:00:00,BTC/EUR,25288,25634,25182,25360,231.80678398,5878620.0417328
1685750400,2023-06-03 00:00:00,BTC/EUR,25454,25530,25155,25290,186.04483721,4705073.9330409
1685664000,2023-06-02 00:00:00,BTC/EUR,24935,25499,24652,25457,444.59811808,11318134.29196256
1685577600,2023-06-01 00:00:00,BTC/EUR,25456,25580,24778,24938,371.81662361,9272362.95958618
1685491200,2023-05-31 00:00:00,BTC/EUR,25810,25939,25185,25460,430.18627360,10952542.525856
1685404800,2023-05-30 00:00:00,BTC/EUR,25901,26113,25715,25814,410.73881745,10602811.8336543
1685318400,2023-05-29 00:00:00,BTC/EUR,26172,26531,25700,25904,509.09026430,13187474.2064272
1685232000,2023-05-28 00:00:00,BTC/EUR,25043,26338,24965,26175,447.62731796,11716645.047603
1685145600,2023-05-27 00:00:00,BTC/EUR,24899,25065,24770,25040,156.41962527,3916747.4167608004
1685059200,2023-05-26 00:00:00,BTC/EUR,24686,25127,24531,24905,414.35753406,10319574.385764299
1684972800,2023-05-25 00:00:00,BTC/EUR,24466,24813,24083,24685,610.61260756,15072972.2176186
1684886400,2023-05-24 00:00:00,BTC/EUR,25268,25275,24222,24472,522.45987298,12785638.01156656
1684800000,2023-05-23 00:00:00,BTC/EUR,24838,25421,24791,25271,406.49534094,10272543.76089474
1684713600,2023-05-22 00:00:00,BTC/EUR,24723,25041,24525,24832,357.52401687,8878036.38691584
1684627200,2023-05-21 00:00:00,BTC/EUR,25083,25230,24693,24720,143.48656944,3546987.9965568003
1684540800,2023-05-20 00:00:00,BTC/EUR,24884,25122,24832,25088,107.52926218,2697694.12957184
1684454400,2023-05-19 00:00:00,BTC/EUR,24882,25100,24648,24886,282.65106802,7034054.47874572
1684368000,2023-05-18 00:00:00,BTC/EUR,25277,25408,24500,24890,419.66060172,10445352.3768108
1684281600,2023-05-17 00:00:00,BTC/EUR,24885,25340,24516,25281,369.49024274,9341082.82670994
1684195200,2023-05-16 00:00:00,BTC/EUR,24974,25102,24702,24883,333.03259047,8286849.94866501
1684108800,2023-05-15 00:00:00,BTC/EUR,24811,25435,24650,24984,495.80872286,12387285.13193424
1684022400,2023-05-14 00:00:00,BTC/EUR,24698,25070,24528,24820,196.53388324,4877970.9820168
1683936000,2023-05-13 00:00:00,BTC/EUR,24694,24950,24605,24697,151.45790115,3740555.78470155
1683849600,2023-05-12 00:00:00,BTC/EUR,24735,24813,23810,24699,613.33367846,15148728.52428354
1683763200,2023-05-11 00:00:00,BTC/EUR,25145,25273,24484,24745,463.35767415,11465785.64684175
1683676800,2023-05-10 00:00:00,BTC/EUR,25216,25817,24444,25152,784.88740814,19741488.08953728
1683590400,2023-05-09 00:00:00,BTC/EUR,25174,25414,24953,25220,528.17336053,13320532.152566599
1683504000,2023-05-08 00:00:00,BTC/EUR,25842,26008,24809,25180,731.30921495,18414366.032440998
1683417600,2023-05-07 00:00:00,BTC/EUR,26238,26491,25829,25831,280.48579786,7245228.64452166
1683331200,2023-05-06 00:00:00,BTC/EUR,26786,27062,25791,26242,298.34785380,7829244.3794196
1683244800,2023-05-05 00:00:00,BTC/EUR,26178,26944,26173,26792,547.98359989,14681576.608252881
1683158400,2023-05-04 00:00:00,BTC/EUR,26226,26564,26003,26179,510.24745264,13357768.06266256
1683072000,2023-05-03 00:00:00,BTC/EUR,26046,26440,25441,26231,500.57423842,13130562.847995019
1682985600,2023-05-02 00:00:00,BTC/EUR,25598,26264,25383,26047,481.66168937,12545842.023020389
1682899200,2023-05-01 00:00:00,BTC/EUR,26555,26657,25207,25593,552.67796607,14144687.185629511
1682812800,2023-04-30 00:00:00,BTC/EUR,26538,27176,26419,26546,339.76896255,9019506.8798523
1682726400,2023-04-29 00:00:00,BTC/EUR,26604,26725,26361,26547,155.73308594,4134246.23244918
1682640000,2023-04-28 00:00:00,BTC/EUR,26724,26854,26250,26607,323.79007892,8615082.629824439
1682553600,2023-04-27 00:00:00,BTC/EUR,25739,27121,25710,26735,601.68833754,16086137.704131901
1682467200,2023-04-26 00:00:00,BTC/EUR,25784,27160,24688,25749,995.07244655,25622120.42621595
1682380800,2023-04-25 00:00:00,BTC/EUR,24883,25871,24634,25789,480.37645060,12388428.2845234
1682294400,2023-04-24 00:00:00,BTC/EUR,25113,25464,24450,24883,460.32437448,11454251.41018584
1682208000,2023-04-23 00:00:00,BTC/EUR,25378,25378,24930,25108,358.69681560,9006159.6460848
1682121600,2023-04-22 00:00:00,BTC/EUR,24797,25431,24702,25378,356.74847697,9053562.848544661
1682035200,2023-04-21 00:00:00,BTC/EUR,25746,25858,24690,24797,659.38713863,16350822.87660811
1681948800,2023-04-20 00:00:00,BTC/EUR,26310,26526,25547,25745,613.72264214,15800289.421894299
1681862400,2023-04-19 00:00:00,BTC/EUR,27687,27707,26129,26320,1333.78940350,35105337.10012
1681776000,2023-04-18 00:00:00,BTC/EUR,26948,27783,26657,27689,494.89034530,13703018.771011699
1681689600,2023-04-17 00:00:00,BTC/EUR,27604,27621,26754,26951,485.30048032,13079333.24510432
1681603200,2023-04-16 00:00:00,BTC/EUR,27585,27792,27434,27614,235.06750817,6491154.17060638
1681516800,2023-04-15 00:00:00,BTC/EUR,27714,27831,27518,27586,153.34707057,4230232.28874402
1681430400,2023-04-14 00:00:00,BTC/EUR,27518,28041,27336,27717,593.14918508,16440315.962862361
1681344000,2023-04-13 00:00:00,BTC/EUR,27188,27710,27177,27520,448.12580421,12332422.1318592
1681257600,2023-04-12 00:00:00,BTC/EUR,27675,27806,27027,27191,472.08714745,12836521.626312949
1681171200,2023-04-11 00:00:00,BTC/EUR,27267,27985,27219,27679,567.46054651,15706740.46685029
1681084800,2023-04-10 00:00:00,BTC/EUR,25972,27398,25899,27273,431.34561400,11764088.930622
1680998400,2023-04-09 00:00:00,BTC/EUR,25678,26187,25543,25975,275.64395603,7159851.757879251
1680912000,2023-04-08 00:00:00,BTC/EUR,25609,25849,25567,25681,124.24507416,3190737.74950296
1680825600,2023-04-07 00:00:00,BTC/EUR,25697,25769,25469,25609,203.10900111,5201418.409425991
1680739200,2023-04-06 00:00:00,BTC/EUR,25840,25847,25432,25697,275.57709512,7081504.613298641
1680652800,2023-04-05 00:00:00,BTC/EUR,25713,26255,25500,25844,470.39587990,12156911.1201356
1680566400,2023-04-04 00:00:00,BTC/EUR,25497,26069,25384,25712,467.69461117,12025363.84240304
1680480000,2023-04-03 00:00:00,BTC/EUR,26092,26251,25000,25501,755.89119034,19275981.24486034
1680393600,2023-04-02 00:00:00,BTC/EUR,26254,26316,25737,26084,160.36388634,4182931.6112925597
1680307200,2023-04-01 00:00:00,BTC/EUR,26254,26570,26071,26257,148.24784075,3892543.55457275
1680220800,2023-03-31 00:00:00,BTC/EUR,25715,26412,25285,26267,550.59646024,14462517.221124081
1680134400,2023-03-30 00:00:00,BTC/EUR,26134,26916,25427,25727,626.32772472,16113533.37387144
1680048000,2023-03-29 00:00:00,BTC/EUR,25160,26427,25143,26137,602.39172988,15744712.64387356
1679961600,2023-03-28 00:00:00,BTC/EUR,25109,25363,24633,25165,433.74863242,10915284.3348493
1679875200,2023-03-27 00:00:00,BTC/EUR,25976,26056,24626,25120,502.60644060,12625473.787872
1679788800,2023-03-26 00:00:00,BTC/EUR,25565,26213,25533,25983,217.93538346,5662615.06844118
1679702400,2023-03-25 00:00:00,BTC/EUR,25571,25865,25300,25572,215.38003159,5507698.1678194795
1679616000,2023-03-24 00:00:00,BTC/EUR,26146,26274,25136,25566,620.05227020,15852256.339933198
1679529600,2023-03-23 00:00:00,BTC/EUR,25129,26442,24973,26148,729.23203202,19067959.17325896
1679443200,2023-03-22 00:00:00,BTC/EUR,26150,26710,24525,25136,1221.43536124,30701999.24012864
1679356800,2023-03-21 00:00:00,BTC/EUR,25918,26464,25599,26154,460.98563349,12056618.25829746
1679270400,2023-03-20 00:00:00,BTC/EUR,26258,26798,25503,25923,732.49530591,18988475.815104928
1679184000,2023-03-19 00:00:00,BTC/EUR,25245,26649,25169,26259,397.94728203,10449697.67882577
1679097600,2023-03-18 00:00:00,BTC/EUR,25685,25974,24947,25238,345.40146867,8717242.26629346
1679011200,2023-03-17 00:00:00,BTC/EUR,23587,26045,23497,25695,1076.54806096,27661902.426367197
1678924800,2023-03-16 00:00:00,BTC/EUR,23000,23732,22826,23585,589.38727726,13900698.9341771
1678838400,2023-03-15 00:00:00,BTC/EUR,22962,23847,22599,23003,783.17078877,18015277.654076308
1678752000,2023-03-14 00:00:00,BTC/EUR,22384,24499,22261,22965,1476.31960192,33903679.6580928
1678665600,2023-03-13 00:00:00,BTC/EUR,20744,22733,20144,22384,2306.56888362,51630237.890950084
1678579200,2023-03-12 00:00:00,BTC/EUR,19262,20825,19117,20742,948.47403890,19673248.5148638
1678492800,2023-03-11 00:00:00,BTC/EUR,18965,19574,18646,19271,980.88556699,18902645.76146429
1678406400,2023-03-10 00:00:00,BTC/EUR,19240,19240,18465,18973,842.29309521,15980826.895419331
1678320000,2023-03-09 00:00:00,BTC/EUR,20566,20659,18961,19239,602.79149877,11597105.644836029
1678233600,2023-03-08 00:00:00,BTC/EUR,21032,21100,20450,20575,322.45990614,6634612.568830499
1678147200,2023-03-07 00:00:00,BTC/EUR,20966,21165,20710,21031,381.34081715,8019978.725481651
1678060800,2023-03-06 00:00:00,BTC/EUR,21105,21176,20909,20959,304.17896748,6375286.979413319
1677974400,2023-03-05 00:00:00,BTC/EUR,21019,21291,20898,21107,186.71712513,3941038.36011891
1677888000,2023-03-04 00:00:00,BTC/EUR,21015,21073,20842,21022,115.67618093,2431744.67551046
1677801600,2023-03-03 00:00:00,BTC/EUR,22137,22146,20727,21019,536.89505729,11284997.20917851
1677715200,2023-03-02 00:00:00,BTC/EUR,22146,22299,21900,22137,324.33776299,7179865.05930963
1677628800,2023-03-01 00:00:00,BTC/EUR,21878,22534,21793,22159,474.06701962,10504851.08775958
1677542400,2023-02-28 00:00:00,BTC/EUR,22141,22239,21780,21870,317.34379742,6940308.849575399
1677456000,2023-02-27 00:00:00,BTC/EUR,22320,22541,21805,22146,389.89560805,8634628.1358753
1677369600,2023-02-26 00:00:00,BTC/EUR,21993,22460,21894,22328,172.79004174,3858056.05197072
1677283200,2023-02-25 00:00:00,BTC/EUR,21991,22008,21605,21999,134.35030337,2955572.32383663
1677196800,2023-02-24 00:00:00,BTC/EUR,22585,22743,21680,21991,406.14123734,8931451.950343939
1677110400,2023-02-23 00:00:00,BTC/EUR,22800,23141,22277,22583,375.31759111,8475797.16003713
1677024000,2023-02-22 00:00:00,BTC/EUR,22947,22969,22200,22800,421.85547465,9618304.82202
1676937600,2023-02-21 00:00:00,BTC/EUR,23233,23632,22696,22949,450.86647761,10346934.79467189
1676851200,2023-02-20 00:00:00,BTC/EUR,22713,23488,22349,23240,492.58775572,11447739.442932801
1676764800,2023-02-19 00:00:00,BTC/EUR,23021,23520,22650,22725,299.46274425,6805290.86308125
1676678400,2023-02-18 00:00:00,BTC/EUR,22959,23231,22848,23020,203.21048769,4677905.4266238
1676592000,2023-02-17 00:00:00,BTC/EUR,22041,23380,21905,22956,574.91847880,13197828.5993328
1676505600,2023-02-16 00:00:00,BTC/EUR,22731,23645,22031,22042,614.86470791,13552847.89175222
1676419200,2023-02-15 00:00:00,BTC/EUR,20675,22788,20563,22741,603.23338540,13718130.4173814
1676332800,2023-02-14 00:00:00,BTC/EUR,20300,20745,20080,20681,429.70160536,8886658.900450159
1676246400,2023-02-13 00:00:00,BTC/EUR,20403,20508,19929,20300,364.94511881,7408385.911843
1676160000,2023-02-12 00:00:00,BTC/EUR,20485,20692,20275,20414,185.93312567,3795638.8274273803
1676073600,2023-02-11 00:00:00,BTC/EUR,20250,20519,20238,20489,116.82861272,2393701.44602008
1675987200,2023-02-10 00:00:00,BTC/EUR,20290,20460,20101,20258,305.78007404,6194492.739902319
1675900800,2023-02-09 00:00:00,BTC/EUR,21416,21455,20210,20298,521.79221123,10591338.30354654
1675814400,2023-02-08 00:00:00,BTC/EUR,21640,21818,21135,21421,265.44999978,5686204.445287379
1675728000,2023-02-07 00:00:00,BTC/EUR,21210,21700,21197,21651,299.09981100,6475810.007960999
1675641600,2023-02-06 00:00:00,BTC/EUR,21261,21561,20966,21210,623.32436220,13220709.722262
1675555200,2023-02-05 00:00:00,BTC/EUR,21602,21699,21106,21260,243.28374333,5172212.3831958
1675468800,2023-02-04 00:00:00,BTC/EUR,21695,21833,21537,21610,118.60013262,2562948.8659182
1675382400,2023-02-03 00:00:00,BTC/EUR,21535,21868,21377,21702,347.76015151,7547090.808070021
1675296000,2023-02-02 00:00:00,BTC/EUR,21552,22110,21418,21531,620.90854793,13368781.945480831
1675209600,2023-02-01 00:00:00,BTC/EUR,21296,21675,20900,21553,691.37364345,14901176.13727785
1675123200,2023-01-31 00:00:00,BTC/EUR,21033,21443,20933,21295,445.93628984,9496213.2921428
1675036800,2023-01-30 00:00:00,BTC/EUR,21838,21892,20739,21044,518.83399773,10918342.648230119
1674950400,2023-01-29 00:00:00,BTC/EUR,21194,22038,21152,21851,469.52508898,10259592.71930198
1674864000,2023-01-28 00:00:00,BTC/EUR,21235,21334,21068,21202,148.17384773,3141581.91957146
1674777600,2023-01-27 00:00:00,BTC/EUR,21108,21615,20708,21241,430.34060882,9140864.87194562
1674691200,2023-01-26 00:00:00,BTC/EUR,21111,21332,20975,21113,416.50288430,8793625.3962259
1674604800,2023-01-25 00:00:00,BTC/EUR,20781,21819,20510,21098,811.78340912,17127006.36561376
1674518400,2023-01-24 00:00:00,BTC/EUR,21084,21279,20650,20780,643.86783743,13379573.6617954
1674432000,2023-01-23 00:00:00,BTC/EUR,20906,21383,20716,21087,601.35102871,12680689.142407771
1674345600,2023-01-22 00:00:00,BTC/EUR,20984,21243,20555,20911,442.93373432,9262187.31836552
1674259200,2023-01-21 00:00:00,BTC/EUR,20870,21542,20668,20988,588.30165456,12347275.12590528
1674172800,2023-01-20 00:00:00,BTC/EUR,19450,20940,19250,20880,672.64768713,14044883.7072744
1674086400,2023-01-19 00:00:00,BTC/EUR,19131,19551,19104,19450,445.90452578,8672843.026421
1674000000,2023-01-18 00:00:00,BTC/EUR,19589,19888,18837,19142,905.50874833,17333248.46053286
1673913600,2023-01-17 00:00:00,BTC/EUR,19559,19893,19264,19610,698.85078167,13704463.8285487
1673827200,2023-01-16 00:00:00,BTC/EUR,19285,19825,19055,19559,681.32096056,13325956.66759304
1673740800,2023-01-15 00:00:00,BTC/EUR,19328,19389,18946,19285,328.05566479,6326553.49547515
1673654400,2023-01-14 00:00:00,BTC/EUR,18398,19639,18374,19332,812.85972071,15714204.120765721
1673568000,2023-01-13 00:00:00,BTC/EUR,17355,18456,17244,18399,712.65320398,13112106.300028019
1673481600,2023-01-12 00:00:00,BTC/EUR,16663,17604,16575,17359,985.43065167,17106090.68233953
1673395200,2023-01-11 00:00:00,BTC/EUR,16245,16709,16093,16663,324.32023682,5404148.10613166
1673308800,2023-01-10 00:00:00,BTC/EUR,16002,16289,15988,16246,292.91091225,4758630.6804135
1673222400,2023-01-09 00:00:00,BTC/EUR,16058,16196,15959,16004,343.57656688,5498599.376347519
1673136000,2023-01-08 00:00:00,BTC/EUR,15915,16100,15883,16058,161.07977710,2586619.0606718
1673049600,2023-01-07 00:00:00,BTC/EUR,15913,15937,15882,15917,91.35875257,1454157.26465669
1672963200,2023-01-06 00:00:00,BTC/EUR,15991,16010,15807,15915,361.01857256,5745610.5822924
1672876800,2023-01-05 00:00:00,BTC/EUR,15882,16028,15798,15991,408.32133063,6529466.39810433
1672790400,2023-01-04 00:00:00,BTC/EUR,15798,16024,15769,15884,419.07308582,6656556.89516488
1672704000,2023-01-03 00:00:00,BTC/EUR,15589,15884,15579,15801,320.28304561,5060792.40368361
1672617600,2023-01-02 00:00:00,BTC/EUR,15517,15711,15456,15594,324.83314790,5065448.1083526
1672531200,2023-01-01 00:00:00,BTC/EUR,15433,15533,15394,15520,202.69246919,3145787.1218288
1672444800,2022-12-31 00:00:00,BTC/EUR,15505,15535,15367,15428,160.94070470,2482993.1921116
1672358400,2022-12-30 00:00:00,BTC/EUR,15601,15605,15305,15505,495.05067128,7675760.6581964
1672272000,2022-12-29 00:00:00,BTC/EUR,15556,15634,15511,15601,378.33921158,5902470.03985958
1672185600,2022-12-28 00:00:00,BTC/EUR,15692,15735,15518,15557,324.17760099,5043230.93860143
1672099200,2022-12-27 00:00:00,BTC/EUR,15884,15932,15586,15695,254.37774267,3992458.67120565
1672012800,2022-12-26 00:00:00,BTC/EUR,15839,15914,15791,15884,207.93608058,3302856.7039327202
1671926400,2022-12-25 00:00:00,BTC/EUR,15836,15850,15752,15844,93.38558983,1479601.28526652
1671840000,2022-12-24 00:00:00,BTC/EUR,15787,15858,15784,15835,83.77250001,1326537.53765835
1671753600,2022-12-23 00:00:00,BTC/EUR,15856,15912,15780,15787,334.26918814,5277107.67316618
1671667200,2022-12-22 00:00:00,BTC/EUR,15857,15884,15651,15860,438.76397652,6958796.6676072
1671580800,2022-12-21 00:00:00,BTC/EUR,15897,15926,15759,15857,328.32384321,5206231.18178097
1671494400,2022-12-20 00:00:00,BTC/EUR,15477,15999,15457,15907,441.71402698,7026345.02717086
1671408000,2022-12-19 00:00:00,BTC/EUR,15824,15869,15353,15486,543.56800679,8417694.15314994
1671321600,2022-12-18 00:00:00,BTC/EUR,15844,15899,15739,15821,180.82473990,2860828.2099579
