Date,Amount,Balance,Reconciled,Kontonummer,Accountname,Maincategory,Category,Comment,Text
05/08/2024,-60,50797.128,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
05/08/2024,-3600,50857.128,,1111,sapphire,Not included in budget and consumption,No category (Transfer),,yyy
05/08/2024,-355.86,54457.128,,1111,sapphire,Food,Groceries,,yyy
05/08/2024,-340.38,54812.988,,1111,sapphire,Food,Groceries,,yyy
02/08/2024,-64.68,55153.368,,1111,sapphire,Food,"Bakery, butcher, wine shop etc.",,yyy
02/08/2024,-43.44,55218.048,,1111,sapphire,Food,Groceries,,yyy
01/08/2024,-607.2,55261.488,,1111,sapphire,Insurance,Union and unemployment insurance,,yyy
01/08/2024,-1560,55868.688,,1111,sapphire,Savings and investment,Savings and investment (Other),,yyy
01/08/2024,-2400,57428.688,,1111,sapphire,Savings and investment,Pension savings,,yyy
31/10/2024,-60,65436.012,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
31/10/2024,-60,65496.012,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
31/10/2024,21886.56,65556.012,,1111,sapphire,Income,"Pay, benefits and pension",,yyy
30/10/2024,-313.5,43669.452,,1111,sapphire,Food,Groceries,,yyy
30/10/2024,-18,43982.952,,1111,sapphire,Food,Groceries,,yyy
28/10/2024,-241.08,44000.952,,1111,sapphire,Food,Groceries,,yyy
28/10/2024,-43.092,44242.032,,1111,sapphire,Food,Groceries,,yyy
28/10/2024,-24,44285.124,,1111,sapphire,Leisure,"Café, restaurant and bar",,yyy
28/10/2024,-91.38,44309.124,,1111,sapphire,Food,Groceries,,yyy
28/10/2024,-148.524,44400.504,,1111,sapphire,Food,Groceries,,yyy
28/10/2024,-147.18,44549.028,,1111,sapphire,Food,Groceries,,yyy
28/10/2024,-93.6,44696.208,,1111,sapphire,Food,Groceries,,yyy
25/10/2024,-180.3,44789.808,,1111,sapphire,Food,Groceries,,yyy
25/10/2024,-60,44970.108,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
24/10/2024,-69,45030.108,,1111,sapphire,Food,Groceries,,yyy
24/10/2024,-46.8,45099.108,,1111,sapphire,Food,Groceries,,yyy
23/10/2024,-1200,45145.908,,1111,sapphire,Not included in budget and consumption,No category (Transfer),,yyy
23/10/2024,-60,46345.908,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
22/10/2024,-360,46405.908,,1111,sapphire,Transportation,Taxis and public transportation,,yyy
21/10/2024,-554.16,46765.908,,1111,sapphire,Food,Groceries,,yyy
21/10/2024,-140.4,47320.068,,1111,sapphire,Clothing and pers. care prod.,Clothing and pers. care prod. (Other),,yyy
21/10/2024,-372,47460.468,,1111,sapphire,Leisure,"Café, restaurant and bar",,yyy
21/10/2024,-152.28,47832.468,,1111,sapphire,Food,Groceries,,yyy
21/10/2024,-28.98,47984.748,,1111,sapphire,Food,Groceries,,yyy
17/10/2024,-199.92,48013.728,,1111,sapphire,Food,Groceries,,yyy
16/10/2024,-134.52,48213.648,,1111,sapphire,Food,Groceries,,yyy
14/10/2024,-344.64,48348.168,,1111,sapphire,Food,Groceries,,yyy
14/10/2024,-98.34,48692.808,,1111,sapphire,Food,Groceries,,yyy
14/10/2024,-443.82,48791.148,,1111,sapphire,Food,Groceries,,yyy
14/10/2024,-60,49234.968,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
14/10/2024,-60,49294.968,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
14/10/2024,-181.044,49354.968,,1111,sapphire,Food,Groceries,,yyy
11/10/2024,-16.8,49536.012,,1111,sapphire,Media,Media (Other),,yyy
11/10/2024,-4.8,49552.812,,1111,sapphire,Media,Media (Other),,yyy
10/10/2024,-297.984,49557.612,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
10/10/2024,-149.52,49855.596,,1111,sapphire,Food,Groceries,,yyy
09/10/2024,-105.6,50005.116,,1111,sapphire,Food,Groceries,,yyy
09/10/2024,-82.74,50110.716,,1111,sapphire,Food,Groceries,,yyy
08/10/2024,-1200,50193.456,,1111,sapphire,Not included in budget and consumption,No category (Transfer),,yyy
08/10/2024,-275.94,51393.456,,1111,sapphire,Food,Groceries,,yyy
08/10/2024,-154.2,51669.396,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
08/10/2024,-103.5,51823.596,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
08/10/2024,-59.7,51927.096,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
08/10/2024,-59.7,51986.796,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
07/10/2024,-255.6,52046.496,,1111,sapphire,Clothing and pers. care prod.,Clothing and pers. care prod. (Other),,yyy
07/10/2024,-132.072,52302.096,,1111,sapphire,Food,Groceries,,yyy
07/10/2024,-125.82,52434.168,,1111,sapphire,Home,Furniture and home accessories,,yyy
07/10/2024,-216.18,52559.988,,1111,sapphire,Food,Groceries,,yyy
07/10/2024,-194.46,52776.168,,1111,sapphire,Food,Groceries,,yyy
07/10/2024,-90,52970.628,,1111,sapphire,Leisure,"Café, restaurant and bar",,yyy
07/10/2024,-84,53060.628,,1111,sapphire,Leisure,"Café, restaurant and bar",,yyy
07/10/2024,-60,53144.628,,1111,sapphire,Leisure,"Café, restaurant and bar",,yyy
07/10/2024,-40.8,53204.628,,1111,sapphire,Food,Groceries,,yyy
07/10/2024,-264,53245.428,,1111,sapphire,Leisure,"Concert, cinema and museum",,yyy
07/10/2024,-262.8,53509.428,,1111,sapphire,Food,Groceries,,yyy
07/10/2024,-104.82,53772.228,,1111,sapphire,Food,Groceries,,yyy
04/10/2024,-275.1,53877.048,,1111,sapphire,Food,Groceries,,yyy
04/10/2024,-110.1,54152.148,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
04/10/2024,-80.208,54262.248,,1111,sapphire,Clothing and pers. care prod.,"Clothing, shoes and accessories",,yyy
04/10/2024,-60,54342.456,,1111,sapphire,Home,"Cleaning and gardening help, etc.",,yyy
03/10/2024,-1224,54402.456,,1111,sapphire,Leisure,"Concert, cinema and museum",,yyy
03/10/2024,-1076.4,55626.456,,1111,sapphire,Media,"Phone, internet, streaming and TV",,yyy
01/10/2024,-607.2,56702.856,,1111,sapphire,Insurance,Union and unemployment insurance,,yyy
01/10/2024,-1560,57310.056,,1111,sapphire,Savings and investment,Savings and investment (Other),,yyy
01/10/2024,-2400,58870.056,,1111,sapphire,Savings and investment,Pension savings,,yyy
29/11/2024,-281.76,75231.132,,,,,Groceries,,yyy
29/11/2024,-104.4,75512.892,,,,,Groceries,,yyy
29/11/2024,-91.2,75617.292,,,,,Clothing and pers. care prod. (Other),,yyy
29/11/2024,-59.94,75708.492,,,,,Leisure (Other),,yyy
29/11/2024,26984.172,75768.432,,,,,"Pay, benefits and pension",,yyy
27/11/2024,-440.22,48784.26,,,,,Groceries,,yyy
27/11/2024,-24,49224.48,,,,,Groceries,,yyy
25/11/2024,-1989.72,49248.48,,,,,"Clothing, shoes and accessories",,yyy
25/11/2024,-287.28,51238.2,,,,,Groceries,,yyy
25/11/2024,-60,51525.48,,,,,"Cleaning and gardening help, etc.",,yyy
25/11/2024,-18,51585.48,,,,,Groceries,,yyy
22/11/2024,-163.5,51603.48,,,,,Groceries,,yyy
21/11/2024,-115.14,51766.98,,,,,Groceries,,yyy
21/11/2024,-14.4,51882.12,,,,,Groceries,,yyy
20/11/2024,-48,51896.52,,,,,Clothing and pers. care prod. (Other),,yyy
18/11/2024,-483.192,51944.52,,,,,Groceries,,yyy
18/11/2024,-282,52427.712,,,,,"Café, restaurant and bar",,yyy
18/11/2024,-129,52709.712,,,,,"Clothing, shoes and accessories",,yyy
18/11/2024,-118.8,52838.712,,,,,"Café, restaurant and bar",,yyy
18/11/2024,-91.2,52957.512,,,,,"Clothing, shoes and accessories",,yyy
18/11/2024,-87,53048.712,,,,,Groceries,,yyy
18/11/2024,-60,53135.712,,,,,"Cleaning and gardening help, etc.",,yyy
18/11/2024,-272.22,53195.712,,,,,Groceries,,yyy
18/11/2024,-78.6,53467.932,,,,,"Clothing, shoes and accessories",,yyy
18/11/2024,-47.1,53546.532,,,,,"Clothing, shoes and accessories",,yyy
18/11/2024,-18,53593.632,,,,,Groceries,,yyy
18/11/2024,1305.6,53611.632,,,,,"Pay, benefits and pension",,yyy
15/11/2024,-163.02,52306.032,,,,,Groceries,,yyy
15/11/2024,-8.4,52469.052,,,,,Groceries,,yyy
14/11/2024,-191.22,52477.452,,,,,Groceries,,yyy
13/11/2024,-165.54,52668.672,,,,,"Dentist, doctor and medication",,yyy
13/11/2024,-78.912,52834.212,,,,,"Clothing, shoes and accessories",,yyy
13/11/2024,-66,52913.124,,,,,"Clothing, shoes and accessories",,yyy
12/11/2024,-2400,52979.124,,,,,No category (Transfer),,yyy
12/11/2024,-1200,55379.124,,,,,No category (Transfer),,yyy
11/11/2024,-56.28,56579.124,,,,,Groceries,,yyy
11/11/2024,-81.6,56635.404,,,,,Taxis and public transportation,,yyy
11/11/2024,-69.312,56717.004,,,,,Groceries,,yyy
11/11/2024,-60,56786.316,,,,,"Cleaning and gardening help, etc.",,yyy
11/11/2024,-528,56846.316,,,,,"Concert, cinema and museum",,yyy
11/11/2024,-155.82,57374.316,,,,,Groceries,,yyy
08/11/2024,-349.5,57530.136,,,,,Groceries,,yyy
07/11/2024,-78.6,57879.636,,,,,Groceries,,yyy
07/11/2024,-9,57958.236,,,,,Groceries,,yyy
06/11/2024,-48,57967.236,,,,,Clothing and pers. care prod. (Other),,yyy
06/11/2024,-30.18,58015.236,,,,,Groceries,,yyy
04/11/2024,-893.568,58045.416,,,,,Gifts and charity,,yyy
04/11/2024,-869.352,58938.984,,,,,Clothing and pers. care prod. (Other),,yyy
04/11/2024,-419.16,59808.336,,,,,"Clothing, shoes and accessories",,yyy
04/11/2024,-45.6,60227.496,,,,,"Bakery, butcher, wine shop etc.",,yyy
04/11/2024,-42.24,60273.096,,,,,"Bakery, butcher, wine shop etc.",,yyy
04/11/2024,-31.14,60315.336,,,,,Groceries,,yyy
04/11/2024,-108,60346.476,,,,,"Café, restaurant and bar",,yyy
04/11/2024,-230.256,60454.476,,,,,Groceries,,yyy
01/11/2024,-184.08,60684.732,,,,,Groceries,,yyy
01/11/2024,-607.2,60868.812,,,,,Union and unemployment insurance,,yyy
01/11/2024,-1560,61476.012,,,,,Savings and investment (Other),,yyy
01/11/2024,-2400,63036.012,,,,,Pension savings,,yyy
30/12/2024,269.028,70526.184,,,,,Interest and capital income,,yyy
30/12/2024,20445.768,70257.156,,,,,"Pay, benefits and pension",,yyy
20/12/2024,-512.664,49811.388,,,,,Groceries,,yyy
20/12/2024,-156,50324.052,,,,,Groceries,,yyy
20/12/2024,-111.24,50480.052,,,,,"Bakery, butcher, wine shop etc.",,yyy
20/12/2024,-98.4,50591.292,,,,,Clothing and pers. care prod. (Other),,yyy
19/12/2024,-121.38,50689.692,,,,,Groceries,,yyy
18/12/2024,-170.34,50811.072,,,,,Groceries,,yyy
18/12/2024,-54,50981.412,,,,,Groceries,,yyy
18/12/2024,-33.6,51035.412,,,,,Clothing and pers. care prod. (Other),,yyy
16/12/2024,-32.4,51069.012,,,,,Groceries,,yyy
16/12/2024,-2400,51101.412,,,,,No category (Transfer),,yyy
16/12/2024,-60,53501.412,,,,,"Cleaning and gardening help, etc.",,yyy
16/12/2024,-60,53561.412,,,,,"Cleaning and gardening help, etc.",,yyy
16/12/2024,-363.3,53621.412,,,,,Groceries,,yyy
13/12/2024,-360,53984.712,,,,,Taxis and public transportation,,yyy
13/12/2024,-142.596,54344.712,,,,,Groceries,,yyy
13/12/2024,-66.6,54487.308,,,,,"Dentist, doctor and medication",,yyy
10/12/2024,-331.404,54553.908,,,,,Groceries,,yyy
10/12/2024,-39.48,54885.312,,,,,Groceries,,yyy
10/12/2024,-14400,54924.792,,,,,No category (Transfer),,yyy
09/12/2024,-84.96,69324.792,,,,,Groceries,,yyy
09/12/2024,-60,69409.752,,,,,"Cleaning and gardening help, etc.",,yyy
09/12/2024,-229.2,69469.752,,,,,Groceries,,yyy
09/12/2024,-146.28,69698.952,,,,,Groceries,,yyy
03/12/2024,-118.8,69845.232,,,,,"Café, restaurant and bar",,yyy
03/12/2024,-34.8,69964.032,,,,,"Café, restaurant and bar",,yyy
02/12/2024,-229.26,69998.832,,,,,Groceries,,yyy
02/12/2024,60,70228.092,,,,,Leisure (Other),,yyy
02/12/2024,-607.2,70168.092,,,,,Union and unemployment insurance,,yyy
02/12/2024,-1560,70775.292,,,,,Savings and investment (Other),,yyy
02/12/2024,-2400,72335.292,,,,,Pension savings,,yyy
02/12/2024,-60,74735.292,,,,,"Cleaning and gardening help, etc.",,yyy
02/12/2024,-60,74795.292,,,,,"Cleaning and gardening help, etc.",,yyy
02/12/2024,-46.8,74855.292,,,,,Groceries,,yyy
02/12/2024,-276,74902.092,,,,,Gifts and charity,,yyy
02/12/2024,-35.04,75178.092,,,,,Groceries,,yyy
02/12/2024,-18,75213.132,,,,,Groceries,,yyy
28/02/2025,-1200,105333.42,,,,,No category (Transfer),,yyy
28/02/2025,-298.38,106533.42,,,,,Groceries,,yyy
28/02/2025,-69.42,106831.8,,,,,Groceries,,yyy
28/02/2025,24997.752,106901.22,,,,,"Pay, benefits and pension",,yyy
27/02/2025,-45.3,81903.468,,,,,Groceries,,yyy
26/02/2025,298.8,81948.768,,,,,Furniture and home accessories,,yyy
26/02/2025,-175.02,81649.968,,,,,Groceries,,yyy
26/02/2025,-14.4,81824.988,,,,,Groceries,,yyy
26/02/2025,-6000,81839.388,,,,,Savings and investment (Other),,yyy
26/02/2025,-1200,87839.388,,,,,Savings and investment (Other),,yyy
24/02/2025,-1314.6,89039.388,,,,,Clothing and pers. care prod. (Other),,yyy
24/02/2025,-1258.944,90353.988,,,,,Clothing and pers. care prod. (Other),,yyy
24/02/2025,-655.92,91612.932,,,,,Groceries,,yyy
24/02/2025,-174.192,92268.852,,,,,Groceries,,yyy
24/02/2025,-30.72,92443.044,,,,,"Bakery, butcher, wine shop etc.",,yyy
24/02/2025,-600,92473.764,,,,,Savings and investment (Other),,yyy
24/02/2025,-759.6,93073.764,,,,,Furniture and home accessories,,yyy
24/02/2025,-60,93833.364,,,,,"Cleaning and gardening help, etc.",,yyy
24/02/2025,-14.4,93893.364,,,,,Groceries,,yyy
24/02/2025,-620.22,93907.764,,,,,Groceries,,yyy
24/02/2025,-18,94527.984,,,,,Groceries,,yyy
21/02/2025,-150,94545.984,,,,,"Café, restaurant and bar",,yyy
21/02/2025,-72,94695.984,,,,,"Café, restaurant and bar",,yyy
19/02/2025,-209.64,94767.984,,,,,Groceries,,yyy
18/02/2025,46675.116,94977.624,,,,,Savings and investment (Other),,yyy
17/02/2025,-247.26,48302.508,,,,,Groceries,,yyy
17/02/2025,-178.8,48549.768,,,,,Clothing and pers. care prod. (Other),,yyy
17/02/2025,-60,48728.568,,,,,"Cleaning and gardening help, etc.",,yyy
17/02/2025,-36,48788.568,,,,,Groceries,,yyy
17/02/2025,-258.6,48824.568,,,,,Groceries,,yyy
14/02/2025,-9.6,49083.168,,,,,Food (Other),,yyy
14/02/2025,-9.6,49092.768,,,,,Food (Other),,yyy
13/02/2025,-256.8,49102.368,,,,,Groceries,,yyy
13/02/2025,-9.6,49359.168,,,,,Food (Other),,yyy
12/02/2025,-360,49368.768,,,,,Taxis and public transportation,,yyy
12/02/2025,-71.94,49728.768,,,,,Home (Other),,yyy
12/02/2025,-48,49800.708,,,,,Groceries,,yyy
12/02/2025,-9.6,49848.708,,,,,Food (Other),,yyy
12/02/2025,-9.6,49858.308,,,,,Food (Other),,yyy
12/02/2025,-118.8,49867.908,,,,,Taxis and public transportation,,yyy
11/02/2025,-63.24,49986.708,,,,,Groceries,,yyy
11/02/2025,-9.6,50049.948,,,,,Food (Other),,yyy
11/02/2025,-9.6,50059.548,,,,,Food (Other),,yyy
11/02/2025,-9.6,50069.148,,,,,Food (Other),,yyy
11/02/2025,-9.6,50078.748,,,,,Food (Other),,yyy
10/02/2025,-647.88,50088.348,,,,,Groceries,,yyy
10/02/2025,-60,50736.228,,,,,"Cleaning and gardening help, etc.",,yyy
06/02/2025,-58.8,50796.228,,,,,Groceries,,yyy
06/02/2025,-46.8,50855.028,,,,,"Café, restaurant and bar",,yyy
06/02/2025,-45,50901.828,,,,,Groceries,,yyy
05/02/2025,-206.52,50946.828,,,,,Groceries,,yyy
05/02/2025,6167.76,51153.348,,,,,"Pay, benefits and pension",,yyy
03/02/2025,-4800,44985.588,,,,,No category (Transfer),,yyy
03/02/2025,-2581.968,49785.588,,,,,"Clothing, shoes and accessories",,yyy
03/02/2025,-110.4,52367.556,,,,,Clothing and pers. care prod. (Other),,yyy
03/02/2025,-69.12,52477.956,,,,,"Bakery, butcher, wine shop etc.",,yyy
03/02/2025,-3720,52547.076,,,,,Savings and investment (Other),,yyy
03/02/2025,-1149.732,56267.076,,,,,Insurance (Other),,yyy
03/02/2025,-451.764,57416.808,,,,,Insurance (Other),,yyy
03/02/2025,-628.8,57868.572,,,,,Union and unemployment insurance,,yyy
03/02/2025,-1560,58497.372,,,,,Savings and investment (Other),,yyy
03/02/2025,-2400,60057.372,,,,,Pension savings,,yyy
03/02/2025,-480,62457.372,,,,,"Café, restaurant and bar",,yyy
03/02/2025,-60,62937.372,,,,,"Cleaning and gardening help, etc.",,yyy
03/02/2025,-60,62997.372,,,,,"Cleaning and gardening help, etc.",,yyy
03/02/2025,-504.504,63057.372,,,,,Groceries,,yyy
03/02/2025,-1.5,63561.876,,,,,Groceries,,yyy
31/01/2025,-246.72,63563.376,,,,,Groceries,,yyy
31/01/2025,18831.192,63810.096,,,,,"Pay, benefits and pension",,yyy
29/01/2025,-227.28,44978.904,,,,,Groceries,,yyy
29/01/2025,-5.4,45206.184,,,,,Groceries,,yyy
27/01/2025,-195.6,45211.584,,,,,Groceries,,yyy
27/01/2025,-60,45407.184,,,,,"Cleaning and gardening help, etc.",,yyy
27/01/2025,-10.74,45467.184,,,,,Groceries,,yyy
27/01/2025,-280.224,45477.924,,,,,Groceries,,yyy
27/01/2025,-119.88,45758.148,,,,,Groceries,,yyy
27/01/2025,-85.5,45878.028,,,,,Groceries,,yyy
27/01/2025,-18,45963.528,,,,,Groceries,,yyy
24/01/2025,-48,45981.528,,,,,"Café, restaurant and bar",,yyy
22/01/2025,-175.08,46029.528,,,,,Groceries,,yyy
22/01/2025,-142.8,46204.608,,,,,Leisure (Other),,yyy
20/01/2025,-1787.94,46347.408,,,,,Electronics and gadgets,,yyy
20/01/2025,-1199.592,48135.348,,,,,"Clothing, shoes and accessories",,yyy
20/01/2025,-478.968,49334.94,,,,,"Clothing, shoes and accessories",,yyy
20/01/2025,-352.632,49813.908,,,,,Groceries,,yyy
20/01/2025,-58.8,50166.54,,,,,"Dentist, doctor and medication",,yyy
20/01/2025,-43.2,50225.34,,,,,"Bakery, butcher, wine shop etc.",,yyy
20/01/2025,-431.28,50268.54,,,,,Groceries,,yyy
20/01/2025,-60,50699.82,,,,,"Cleaning and gardening help, etc.",,yyy
20/01/2025,-122.4,50759.82,,,,,Groceries,,yyy
17/01/2025,-646.8,50882.22,,,,,Service and repair,,yyy
17/01/2025,-122.7,51529.02,,,,,Groceries,,yyy
16/01/2025,-107.04,51651.72,,,,,Groceries,,yyy
14/01/2025,-46.8,51758.76,,,,,Groceries,,yyy
13/01/2025,-3600,51805.56,,,,,No category (Transfer),,yyy
13/01/2025,-524.772,55405.56,,,,,Groceries,,yyy
13/01/2025,-86.34,55930.332,,,,,Groceries,,yyy
13/01/2025,-194.4,56016.672,,,,,Clothing and pers. care prod. (Other),,yyy
13/01/2025,-18,56211.072,,,,,Groceries,,yyy
09/01/2025,-104.58,56229.072,,,,,Groceries,,yyy
09/01/2025,-60,56333.652,,,,,"Cleaning and gardening help, etc.",,yyy
09/01/2025,-46.8,56393.652,,,,,Groceries,,yyy
08/01/2025,-237.48,56440.452,,,,,Groceries,,yyy
06/01/2025,-2027.328,56677.932,,,,,"Clothing, shoes and accessories",,yyy
06/01/2025,-767.04,58705.26,,,,,Gifts and charity,,yyy
06/01/2025,-582.528,59472.3,,,,,"Clothing, shoes and accessories",,yyy
06/01/2025,-462.252,60054.828,,,,,Groceries,,yyy
06/01/2025,-143.424,60517.08,,,,,"Clothing, shoes and accessories",,yyy
06/01/2025,-117.6,60660.504,,,,,"Café, restaurant and bar",,yyy
06/01/2025,-397.68,60778.104,,,,,Groceries,,yyy
06/01/2025,-60,61175.784,,,,,"Cleaning and gardening help, etc.",,yyy
06/01/2025,-25.2,61235.784,,,,,Groceries,,yyy
03/01/2025,-3600,61260.984,,,,,No category (Transfer),,yyy
02/01/2025,-1076.4,64860.984,,,,,"Phone, internet, streaming and TV",,yyy
02/01/2025,-628.8,65937.384,,,,,Union and unemployment insurance,,yyy
02/01/2025,-1560,66566.184,,,,,Savings and investment (Other),,yyy
02/01/2025,-2400,68126.184,,,,,Pension savings,,yyy
31/03/2025,-188.94,106224.852,,,,,Groceries,,yyy
31/03/2025,-112.8,106413.792,,,,,"Clothing, shoes and accessories",,yyy
31/03/2025,-29.1,106526.592,,,,,"Clothing, shoes and accessories",,yyy
31/03/2025,-1650,106555.692,,,,,Hair and skin care,,yyy
31/03/2025,-60,108205.692,,,,,"Cleaning and gardening help, etc.",,yyy
31/03/2025,-589.02,108265.692,,,,,Groceries,,yyy
31/03/2025,-209.76,108854.712,,,,,Groceries,,yyy
31/03/2025,25063.596,109064.472,,,,,"Pay, benefits and pension",,yyy
27/03/2025,-294.78,84000.876,,,,,Groceries,,yyy
27/03/2025,-150,84295.656,,,,,"Café, restaurant and bar",,yyy
26/03/2025,-148.8,84445.656,,,,,"Café, restaurant and bar",,yyy
26/03/2025,-58.74,84594.456,,,,,Groceries,,yyy
26/03/2025,-48,84653.196,,,,,"Café, restaurant and bar",,yyy
26/03/2025,-161.94,84701.196,,,,,"Café, restaurant and bar",,yyy
25/03/2025,-154.8,84863.136,,,,,"Café, restaurant and bar",,yyy
25/03/2025,-144,85017.936,,,,,"Café, restaurant and bar",,yyy
25/03/2025,-103.2,85161.936,,,,,"Café, restaurant and bar",,yyy
25/03/2025,-54,85265.136,,,,,"Café, restaurant and bar",,yyy
25/03/2025,-11.94,85319.136,,,,,Groceries,,yyy
24/03/2025,-2986.92,85331.076,,,,,"School, education and course expenses",,yyy
24/03/2025,-25.8,88317.996,,,,,Groceries,,yyy
24/03/2025,-253.02,88343.796,,,,,Groceries,,yyy
24/03/2025,-60,88596.816,,,,,"Cleaning and gardening help, etc.",,yyy
24/03/2025,-46.8,88656.816,,,,,Groceries,,yyy
24/03/2025,-369.54,88703.616,,,,,Groceries,,yyy
24/03/2025,-264,89073.156,,,,,Clothing and pers. care prod. (Other),,yyy
21/03/2025,-342,89337.156,,,,,Service and repair,,yyy
21/03/2025,-82.74,89679.156,,,,,Groceries,,yyy
20/03/2025,-312,89761.896,,,,,"Concert, cinema and museum",,yyy
20/03/2025,-90.48,90073.896,,,,,Groceries,,yyy
20/03/2025,-26.4,90164.376,,,,,"Concert, cinema and museum",,yyy
18/03/2025,-171.18,90190.776,,,,,Groceries,,yyy
17/03/2025,-362.4,90361.956,,,,,"Café, restaurant and bar",,yyy
17/03/2025,-174.564,90724.356,,,,,Groceries,,yyy
17/03/2025,-600,90898.92,,,,,Sport and leisure activities,,yyy
17/03/2025,-360,91498.92,,,,,Taxis and public transportation,,yyy
17/03/2025,-118.8,91858.92,,,,,"Café, restaurant and bar",,yyy
17/03/2025,-118.8,91977.72,,,,,"Café, restaurant and bar",,yyy
17/03/2025,-60,92096.52,,,,,"Cleaning and gardening help, etc.",,yyy
17/03/2025,-327.84,92156.52,,,,,Groceries,,yyy
17/03/2025,-18,92484.36,,,,,Groceries,,yyy
14/03/2025,-90.3,92502.36,,,,,Groceries,,yyy
12/03/2025,-202.476,92592.66,,,,,Groceries,,yyy
12/03/2025,-126.48,92795.136,,,,,Groceries,,yyy
12/03/2025,-90,92921.616,,,,,Taxis and public transportation,,yyy
11/03/2025,-62.4,93011.616,,,,,"Café, restaurant and bar",,yyy
11/03/2025,-16.8,93074.016,,,,,"Café, restaurant and bar",,yyy
10/03/2025,-30,93090.816,,,,,Groceries,,yyy
10/03/2025,-60,93120.816,,,,,"Cleaning and gardening help, etc.",,yyy
10/03/2025,-60,93180.816,,,,,"Cleaning and gardening help, etc.",,yyy
10/03/2025,-565.128,93240.816,,,,,Groceries,,yyy
10/03/2025,-79.2,93805.944,,,,,Clothing and pers. care prod. (Other),,yyy
10/03/2025,-137.22,93885.144,,,,,Groceries,,yyy
05/03/2025,-92.4,94022.364,,,,,"Café, restaurant and bar",,yyy
05/03/2025,-87.6,94114.764,,,,,"Café, restaurant and bar",,yyy
05/03/2025,-72.96,94202.364,,,,,Groceries,,yyy
05/03/2025,-6000,94275.324,,,,,Savings and investment (Other),,yyy
04/03/2025,-89.94,100275.324,,,,,Groceries,,yyy
04/03/2025,-33.6,100365.264,,,,,Groceries,,yyy
04/03/2025,-600,100398.864,,,,,Media (Other),,yyy
03/03/2025,-191.844,100998.864,,,,,Insurance (Other),,yyy
03/03/2025,-592.812,101190.708,,,,,Insurance (Other),,yyy
03/03/2025,-628.8,101783.52,,,,,Union and unemployment insurance,,yyy
03/03/2025,-2400,102412.32,,,,,Pension savings,,yyy
03/03/2025,-401.1,104812.32,,,,,Groceries,,yyy
03/03/2025,-60,105213.42,,,,,"Cleaning and gardening help, etc.",,yyy
03/03/2025,-60,105273.42,,,,,"Cleaning and gardening help, etc.",,yyy
